timestamp,latitude,longitude,heartRate,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magnetoX,magnetoY,magnetoZ
1706849479055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706849480087,0.0,0.0,0.0,0.8283938,3.1866825,11.398794,-84.96,57.239998,-123.24,-0.08674286,-0.35918877,-0.056199603
1706849481205,52.371427109465,4.947843477129936,0.0,-2.3630772,2.8060043,9.334992,-88.92,51.48,-129.9,0.012217305,-0.040317107,-0.030543262
1706849482324,52.37133884802461,4.947925033047795,0.0,-1.910573,3.4620156,9.421184,-82.74,52.44,-129.9,-0.095294975,-0.06719518,0.24923302
1706849483448,52.37134458962828,4.94795948266983,0.0,-0.17956513,3.3327289,8.942344,-83.88,51.239998,-125.34,0.008552114,-0.24801129,0.02076942
1706849484564,52.3713787458837,4.947986723855138,0.0,-1.7932571,4.122815,8.669404,-89.22,43.26,-124.619995,0.02076942,-0.33475417,-0.35918877
1706849485687,52.371370824985206,4.947912292554975,0.0,-1.0151415,4.9583917,9.244013,-90.119995,39.059998,-124.86,-0.172264,-0.0012217305,-0.035430185
1706849486799,52.371370824985206,4.947912292554975,0.0,-1.70946,3.8498764,9.543288,-87.42,41.219997,-125.159996,0.06352998,-0.19547687,-0.21135938
1706849487924,52.371370824985206,4.947912292554975,0.0,11.312603,-3.787627,4.7548847,-18.84,-5.4,-16.32,-0.51068336,-0.6047566,-1.0555751
1706849489043,52.37140196375549,4.948015473783016,0.0,9.679757,-3.8402996,0.6344634,-16.5,3.6,1.8,0.8857546,0.11728613,0.036651913
1706849490161,52.371399365365505,4.947995105758309,0.0,8.798691,-2.3654714,6.2105594,-55.68,-8.94,-5.8799996,1.2253957,-0.39461896,0.72692966
1706849491277,52.3713848227635,4.948011450469494,0.0,-0.8810662,-10.651803,1.9201498,-2.52,23.16,-14.46,0.2687807,-0.3408628,0.95172805
1706849492400,52.371382056735456,4.948030142113566,0.0,-0.51714754,-9.835381,1.9297266,13.259999,36.12,-7.02,-0.012217305,-0.05131268,-0.15027285
1706849493518,52.371384403668344,4.948037853464484,0.0,-1.2976574,-9.050082,1.99437,12.84,37.86,-5.94,-0.1282817,-0.2321288,-0.004886922
1706849494635,52.371381344273686,4.948036512359977,0.0,0.1340753,-10.25676,-1.7262194,9.059999,35.76,-2.58,-0.019547688,0.05131268,-0.14782938
1706849495752,52.37137807533145,4.948053695261478,0.0,1.3599066,-8.872911,-1.7070658,5.2799997,35.82,4.08,0.118507855,0.035430185,0.02565634
1706849496788,52.371371956542134,4.948064675554633,0.0,14.393941,-5.851429,4.6375685,-3.48,30.84,-0.53999996,-0.49235737,-1.1215485,-2.9492574
1706849497832,52.37136139534414,4.948073644191027,49.0,6.789956,-2.6743233,5.0541596,-40.68,-11.7,3.0,0.3042109,-0.2003638,1.2962561
1706849498952,52.37136064097285,4.948103567585349,49.0,9.25359,0.12449849,3.6032736,-38.76,4.44,7.14,0.44593164,0.5021312,0.5717699
1706849500071,52.371365670114756,4.948127456009388,50.0,9.672575,-3.7900212,1.6160861,-18.84,8.88,-12.48,-0.1685988,0.15515977,-0.12705997
1706849501189,52.37136600539088,4.948134915903211,51.0,3.217807,-1.6663644,6.277597,-37.86,8.4,-8.4,2.2467623,1.9388863,1.7666223
1706849502298,52.371387924067676,4.9481426272541285,53.0,-0.91458505,1.6136919,11.03727,-24.359999,-16.619999,-21.6,-0.4642576,0.19547687,0.32620203
1706849503417,52.371392701752484,4.948160396888852,53.0,-1.3335704,2.1523874,9.378088,-24.72,-13.38,-34.739998,0.2968805,-0.20525073,0.008552114
1706849504537,52.37140003591776,4.948156960308552,53.0,-2.9137435,2.633622,9.018958,-13.86,-10.2,-29.4,-0.103847094,-0.1282817,0.23335053
1706849505657,52.37139253411442,4.948167772963643,54.0,-1.1659763,1.8339585,9.093178,-23.039999,-12.84,-33.0,-0.02321288,-0.06841691,-0.13927728
1706849506768,52.371393707580864,4.948158301413059,53.0,-2.0638018,1.376666,9.7563715,-18.3,-9.0,-39.059998,-0.15393804,0.058643065,-0.07452556
1706849507897,52.37139018718153,4.948153272271156,53.0,-1.8579005,3.004723,9.021352,-16.68,-11.58,-26.22,0.07819075,-0.06352998,-0.2443461
1706849509017,52.371381763368845,4.948166850954294,55.0,-1.8866309,2.0949266,9.562442,-19.32,-14.639999,-23.279999,-0.22724187,0.028099801,0.040317107
1706849510138,52.37139496486634,4.948167856782675,57.0,-0.82360536,3.904943,9.390059,-29.16,-10.74,-40.14,0.23335053,0.04520403,0.19303341
1706849511257,52.37139496486634,4.948167856782675,57.0,-0.9816227,0.9720459,10.18254,-34.62,-11.88,-41.64,-0.25289822,0.2125811,0.6780604
