timestamp,latitude,longitude,heartRate,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magnetoX,magnetoY,magnetoZ
1706886464560,52.37127569038421,4.947524042800069,0.0,-2.1164744,-1.1061212,9.464279,-18.3,-40.86,15.719999,0.3848451,0.1282817,0.030543262
1706886465579,52.37127476837486,4.94753535836935,101.0,-2.0925324,-1.0031705,9.495404,-63.78,-36.3,-198.72,0.0,0.0036651916,0.0
1706886466628,52.37127476837486,4.94753535836935,0.0,-2.0709844,-1.0702082,9.485827,-65.04,-34.98,-200.64,-0.0012217305,0.0036651916,0.0
1706886467744,52.37127476837486,4.94753535836935,0.0,-2.0494366,-1.1013328,9.540894,-64.619995,-34.32,-202.01999,0.0,0.0036651916,0.0
1706886468864,52.37127476837486,4.94753535836935,0.0,-2.123657,-1.1180922,9.440337,-65.46,-34.86,-201.65999,-0.0012217305,0.004886922,0.0
1706886469981,52.37127476837486,4.94753535836935,0.0,-2.1188686,-0.9648633,9.519346,-65.4,-34.559998,-201.84,0.0,0.0061086523,0.0
1706886471098,52.37127476837486,4.94753535836935,0.0,-2.0925324,-1.0486604,9.617508,-65.46,-35.1,-202.44,0.0012217305,0.004886922,0.0
1706886472215,52.37127476837486,4.94753535836935,0.0,-2.0805612,-0.9983821,9.519346,-66.42,-35.34,-202.62,0.0,0.004886922,0.0
1706886473331,52.37127476837486,4.94753535836935,0.0,-2.0733786,-1.0654198,9.569624,-65.939995,-34.079998,-201.65999,-0.0012217305,0.007330383,0.0012217305
1706886474449,52.37127476837486,4.94753535836935,0.0,-2.087744,-1.1085154,9.528923,-65.58,-34.8,-202.2,-0.0012217305,0.004886922,0.0012217305
1706886475543,52.37127476837486,4.94753535836935,0.0,-2.1164744,-1.0749966,9.593566,-65.64,-35.04,-202.62,0.0,0.0061086523,0.0
1706886476681,52.37127476837486,4.94753535836935,0.0,-2.087744,-1.091756,9.459491,-64.02,-36.12,-199.5,-0.0012217305,0.004886922,0.0
