timestamp,latitude,longitude,heartRate,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magnetoX,magnetoY,magnetoZ
1706815672047,0.0,0.0,0.0,1.9440918,0.39025488,9.481039,0.0,0.0,0.0,0.0,0.0,0.0
1706815673156,0.0,0.0,0.0,1.8411411,0.47644615,9.703699,-19.68,19.02,-43.32,0.0012217305,0.004886922,0.0
1706815674274,0.0,0.0,0.0,1.4197617,-0.038307227,9.734824,-19.68,19.02,-43.32,0.16493362,-0.10629055,0.013439035
1706815675395,0.0,0.0,0.0,1.697489,0.29209262,9.7324295,-19.68,19.02,-43.32,0.0061086523,0.0012217305,0.0012217305
1706815676517,0.0,0.0,0.0,1.6950948,0.24420857,9.7324295,-19.68,19.02,-43.32,0.0012217305,0.0061086523,0.0
1706815677632,0.0,0.0,0.0,1.7597382,0.28491,9.739613,-19.68,19.02,-43.32,0.0012217305,0.002443461,0.0012217305
1706815678755,0.0,0.0,0.0,1.7046716,0.31364042,9.744401,-19.68,19.02,-43.32,0.0,0.002443461,0.0
1706815679874,0.0,0.0,0.0,1.8890251,0.08140286,9.773131,-19.68,19.02,-43.32,0.0,0.0036651916,0.0
1706815680989,0.0,0.0,0.0,2.3918076,0.5386954,9.461885,-19.68,19.02,-43.32,-0.02076942,-0.09040806,0.017104227
1706815682107,0.0,0.0,0.0,3.9743748,-1.2761095,8.226477,-19.68,19.02,-43.32,-0.65240407,0.5534439,0.4801401
1706815683226,0.0,0.0,0.0,1.9776106,6.3829417,7.297527,-19.68,19.02,-43.32,0.004886922,-0.1600467,-0.23090707
1706815684247,0.0,0.0,0.0,0.8451532,7.6590514,6.411672,474.72,-891.72,-208.98,-0.1001819,-0.0036651916,-0.22602014
1706815685305,0.0,0.0,0.0,0.28491,7.0365586,6.9647326,-174.3,-326.34,-124.079994,0.040317107,0.02321288,-0.019547688
1706815686426,0.0,0.0,0.0,-0.12689269,8.889671,4.187459,-176.51999,-331.74,-124.2,0.7147123,1.7702875,0.16249016
1706815687546,0.0,0.0,0.0,3.1747115,5.6790466,7.3549876,-7.98,-5.4,-19.14,-0.35796702,1.473407,0.5546656
1706815688670,0.0,0.0,0.0,2.6719291,5.7149596,7.6829934,-15.059999,-14.46,-12.42,-0.51068336,0.6743952,0.27488935
1706815689789,0.0,0.0,0.0,2.2481554,6.3422403,7.479486,-14.94,-5.3399997,-17.039999,0.28710666,0.1001819,0.12461651
1706815690908,0.0,0.0,0.0,3.3542767,5.3103395,7.9104424,-13.679999,-3.1799998,-18.9,-0.035430185,-0.010995574,0.10262536
1706815692028,0.0,0.0,0.0,5.647922,1.6591818,8.406042,-15.42,2.46,-17.58,-1.1618657,-1.1337659,0.073303826
1706815693144,0.0,0.0,0.0,5.9663506,-5.4444146,4.8937483,-26.039999,23.16,13.86,-0.047647487,0.5375614,-0.28344148
1706815694266,0.0,0.0,0.0,5.9878983,-1.5825673,8.101978,-22.68,22.5,-0.17999999,0.4447099,-0.1563815,0.13316862
1706815695385,0.0,0.0,0.0,5.1475334,-3.3446999,7.40766,-21.359999,25.74,-2.52,-0.3494149,-0.05009095,0.16615535
1706815696504,0.0,0.0,0.0,7.228095,-6.0860605,4.120421,-20.88,27.42,10.0199995,1.8606955,-0.2321288,0.13194689
1706815697623,0.0,0.0,0.0,8.310274,-5.5760956,-0.6344634,-23.939999,24.84,23.58,-1.3219124,-0.22357668,0.13805555
1706815698741,0.0,0.0,0.0,8.24563,-5.473145,0.8834604,-21.24,15.9,35.1,0.13927728,0.057421334,0.010995574
